Country Populations (2020)
106766
677243299
38928341
458803476
32866268
2837743
77265
436080728
9890400
45376763
2963234
55197
97928
25687041
8917205
10093121
11890781
11555997
12123198
20903278
164689383
6934015
1701583
393248
3280815
9379952
397621
63903
11673029
212559409
287371
437483
771612
2351625
4829764
38005238
102253057
8636896
173859
19116209
1410929362
26378275
26545864
89561404
5518092
50882884
869595
555988
5094114
7442291
11326616
155014
65720
1207361
10698896
83240525
988002
71991
5831404
10847904
43851043
2113820753
3332105361
2360855079
420211696
923452178
17643060
102334403
342949773
47351567
1331057
114963583
447801418
929989551
5530719
896444
67391582
48865
115021
2225728
67215293
3714000
31072945
33691
13132792
2416664
1967998
1402985
10715549
112519
56367
16858333
168783
786559
1214930230
7481800
9904608
823480038
4047200
11402533
9749763
4862388283
6570991956
1708603673
574159138
273523621
1134444535
85032
1380004385
4994724
83992953
40222503
366425
9216900
59554023
2961161
10203140
125836021
18754440
53771300
6591600
16718971
119446
53192
51780579
4270563
595242966
7275556
6825442
5057677
6871287
183629
652276325
1057438163
665149035
38137
21919000
3330652547
6518253973
2142252
2316679176
2794700
632275
1901548
649342
38659
36910558
39244
2620495
27691019
540542
464554123
128932753
59194
5853104938
2072531
20250834
525285
54409794
396147843
621306
3278292
57557
31255435
4649660
1265740
19129955
32365998
367553264
2540916
271960
24206636
206139587
6624554
17441139
5379475
29136808
10834
5084300
1370858752
5106622
31941374
220892331
4314768
32971846
109581085
18092
8947027
37950802
970795671
3194034
25778815
10305564
7132530
4803269
2528958
1115104266
280904
2881060
19286123
144104080
12952209
1856882402
34813867
43849269
16743930
5685807
686878
7976985
6486201
33938
15893219
6908224
1135948313
11193729
1136046775
41912623
219161
586634
5458827
2100126
10353442
1160164
40812
98462
17500657
38718
16425859
2088015667
462209698
8278737
69799978
9537642
6031187
636492840
1318442
391344574
105697
1856882402
1136046775
1399491
11818618
84339067
11792
59734213
45741000
44134693
2522452391
3473727
329484123
34232050
110947
28435943
30237
106290
97338583
307150
7761620146
198410
1775378
29825968
59308690
18383956
14862927
